,Q22,tweet,value
203,Female,"Pretty sure the message was not to stress yourself out with the pressure of upholding these traditions. We go through enough. Besides, if you clean year round then why you need to be hard down cleaning on New Year's eve Rest. .",3.0
204,Male,"Pretty sure the message was not to stress yourself out with the pressure of upholding these traditions. We go through enough. Besides, if you clean year round then why you need to be hard down cleaning on New Year's eve Rest. .",2.0
205,Female,"Pretty sure the message was not to stress yourself out with the pressure of upholding these traditions. We go through enough. Besides, if you clean year round then why you need to be hard down cleaning on New Year's eve Rest. .",4.0
206,Male,"Pretty sure the message was not to stress yourself out with the pressure of upholding these traditions. We go through enough. Besides, if you clean year round then why you need to be hard down cleaning on New Year's eve Rest. .",3.0
207,Male,"Pretty sure the message was not to stress yourself out with the pressure of upholding these traditions. We go through enough. Besides, if you clean year round then why you need to be hard down cleaning on New Year's eve Rest. .",2.0
208,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",2.0
209,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",2.0
210,Female," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",2.0
211,Female," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",5.0
212,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",4.0
213,Female," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",4.0
214,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",5.0
215,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",4.0
216,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",4.0
217,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",2.0
218,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",4.0
219,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",1.0
220,Female," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",5.0
221,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",3.0
222,Female," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",2.0
223,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",3.0
224,Female," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",3.0
225,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",5.0
226,Male," Pssst John, most of us know the Tories, including you, are all either inveterate liars or utterly ignorant ideologues. No one, except your hard core supporters vote Tory,  they do so simply bc they're either xenophobes, v wealthy or like voting against their own best interests..",2.0
227,Female," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",4.0
228,Male," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",2.0
229,Male," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",2.0
230,Female," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",5.0
231,Female," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",4.0
232,Female," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",1.0
233,Male," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",3.0
234,Female," Because Abuela obviously wasn't, so SOMEBODY had to. Dad understands his daughter better than anyone. He even says it once Marrying into a magical family when you don't get a power was hard, but they make it work. He understands what Mirabel is going through..",3.0
